	Actual Load
2022-08-30 08:00:00+02:00	7603.0
2022-08-30 08:15:00+02:00	7664.0
2022-08-30 08:30:00+02:00	7632.0
2022-08-30 08:45:00+02:00	7655.0
2022-08-30 09:00:00+02:00	7614.0
2022-08-30 09:15:00+02:00	7655.0
2022-08-30 09:30:00+02:00	7663.0
2022-08-30 09:45:00+02:00	7666.0
2022-08-30 10:00:00+02:00	7677.0
2022-08-30 10:15:00+02:00	7680.0
2022-08-30 10:30:00+02:00	7654.0
2022-08-30 10:45:00+02:00	7684.0
2022-08-30 11:00:00+02:00	7700.0
2022-08-30 11:15:00+02:00	7750.0
2022-08-30 11:30:00+02:00	7729.0
2022-08-30 11:45:00+02:00	7696.0
2022-08-30 12:00:00+02:00	7613.0
2022-08-30 12:15:00+02:00	7481.0
2022-08-30 12:30:00+02:00	7434.0
2022-08-30 12:45:00+02:00	7461.0
2022-08-30 13:00:00+02:00	7468.0
2022-08-30 13:15:00+02:00	7449.0
2022-08-30 13:30:00+02:00	7422.0
2022-08-30 13:45:00+02:00	7332.0
2022-08-30 14:00:00+02:00	7327.0
2022-08-30 14:15:00+02:00	7370.0
2022-08-30 14:30:00+02:00	7354.0
2022-08-30 14:45:00+02:00	7361.0
2022-08-30 15:00:00+02:00	7388.0
2022-08-30 15:15:00+02:00	7379.0
2022-08-30 15:30:00+02:00	7358.0
2022-08-30 15:45:00+02:00	7390.0
2022-08-30 16:00:00+02:00	7394.0
2022-08-30 16:15:00+02:00	7383.0
2022-08-30 16:30:00+02:00	7408.0
2022-08-30 16:45:00+02:00	7438.0
2022-08-30 17:00:00+02:00	7430.0
2022-08-30 17:15:00+02:00	7502.0
2022-08-30 17:30:00+02:00	7536.0
2022-08-30 17:45:00+02:00	7586.0
2022-08-30 18:00:00+02:00	7544.0
2022-08-30 18:15:00+02:00	7524.0
2022-08-30 18:30:00+02:00	7522.0
2022-08-30 18:45:00+02:00	7522.0
2022-08-30 19:00:00+02:00	7453.0
2022-08-30 19:15:00+02:00	7418.0
2022-08-30 19:30:00+02:00	7390.0
2022-08-30 19:45:00+02:00	7365.0
2022-08-30 20:00:00+02:00	7327.0
2022-08-30 20:15:00+02:00	7271.0
2022-08-30 20:30:00+02:00	7132.0
2022-08-30 20:45:00+02:00	6996.0
2022-08-30 21:00:00+02:00	6835.0
2022-08-30 21:15:00+02:00	6682.0
2022-08-30 21:30:00+02:00	6614.0
2022-08-30 21:45:00+02:00	6459.0
2022-08-30 22:00:00+02:00	6515.0
2022-08-30 22:15:00+02:00	6431.0
2022-08-30 22:30:00+02:00	6281.0
2022-08-30 22:45:00+02:00	6145.0
2022-08-30 23:00:00+02:00	6023.0
2022-08-30 23:15:00+02:00	5869.0
2022-08-30 23:30:00+02:00	5753.0
2022-08-30 23:45:00+02:00	5663.0
2022-08-31 00:00:00+02:00	5742.0
2022-08-31 00:15:00+02:00	5666.0
2022-08-31 00:30:00+02:00	5555.0
2022-08-31 00:45:00+02:00	5431.0
2022-08-31 01:00:00+02:00	5423.0
2022-08-31 01:15:00+02:00	5381.0
2022-08-31 01:30:00+02:00	5292.0
2022-08-31 01:45:00+02:00	5268.0
2022-08-31 02:00:00+02:00	5327.0
2022-08-31 02:15:00+02:00	5243.0
2022-08-31 02:30:00+02:00	5220.0
2022-08-31 02:45:00+02:00	5183.0
2022-08-31 03:00:00+02:00	5155.0
2022-08-31 03:15:00+02:00	5157.0
2022-08-31 03:30:00+02:00	5123.0
2022-08-31 03:45:00+02:00	5139.0
2022-08-31 04:00:00+02:00	5166.0
2022-08-31 04:15:00+02:00	5163.0
2022-08-31 04:30:00+02:00	5251.0
2022-08-31 04:45:00+02:00	5364.0
2022-08-31 05:00:00+02:00	5557.0
2022-08-31 05:15:00+02:00	5735.0
2022-08-31 05:30:00+02:00	5930.0
2022-08-31 05:45:00+02:00	6155.0
2022-08-31 06:00:00+02:00	6513.0
2022-08-31 06:15:00+02:00	6761.0
2022-08-31 06:30:00+02:00	6949.0
2022-08-31 06:45:00+02:00	7080.0
2022-08-31 07:00:00+02:00	7260.0
2022-08-31 07:15:00+02:00	7428.0
2022-08-31 07:30:00+02:00	7563.0
2022-08-31 07:45:00+02:00	7674.0
2022-08-31 08:00:00+02:00	7810.0
2022-08-31 08:15:00+02:00	7915.0
2022-08-31 08:30:00+02:00	7994.0
2022-08-31 08:45:00+02:00	8014.0
2022-08-31 09:00:00+02:00	8005.0
2022-08-31 09:15:00+02:00	8070.0
2022-08-31 09:30:00+02:00	8121.0
2022-08-31 09:45:00+02:00	8175.0
2022-08-31 10:00:00+02:00	8259.0
2022-08-31 10:15:00+02:00	8295.0
2022-08-31 10:30:00+02:00	8361.0
2022-08-31 10:45:00+02:00	8358.0
2022-08-31 11:00:00+02:00	8487.0
2022-08-31 11:15:00+02:00	8572.0
2022-08-31 11:30:00+02:00	8549.0
2022-08-31 11:45:00+02:00	8558.0
2022-08-31 12:00:00+02:00	8442.0
2022-08-31 12:15:00+02:00	8303.0
2022-08-31 12:30:00+02:00	8322.0
2022-08-31 12:45:00+02:00	8315.0
2022-08-31 13:00:00+02:00	8405.0
2022-08-31 13:15:00+02:00	8366.0
2022-08-31 13:30:00+02:00	8327.0
2022-08-31 13:45:00+02:00	8306.0
2022-08-31 14:00:00+02:00	8300.0
2022-08-31 14:15:00+02:00	8334.0
2022-08-31 14:30:00+02:00	8327.0
2022-08-31 14:45:00+02:00	8255.0
2022-08-31 15:00:00+02:00	8241.0
2022-08-31 15:15:00+02:00	8227.0
2022-08-31 15:30:00+02:00	8148.0
2022-08-31 15:45:00+02:00	8139.0
2022-08-31 16:00:00+02:00	8140.0
2022-08-31 16:15:00+02:00	8105.0
2022-08-31 16:30:00+02:00	8003.0
2022-08-31 16:45:00+02:00	7956.0
2022-08-31 17:00:00+02:00	7925.0
2022-08-31 17:15:00+02:00	7909.0
2022-08-31 17:30:00+02:00	7882.0
2022-08-31 17:45:00+02:00	7906.0
2022-08-31 18:00:00+02:00	7863.0
2022-08-31 18:15:00+02:00	7809.0
2022-08-31 18:30:00+02:00	7736.0
2022-08-31 18:45:00+02:00	7674.0
2022-08-31 19:00:00+02:00	7637.0
2022-08-31 19:15:00+02:00	7542.0
2022-08-31 19:30:00+02:00	7454.0
2022-08-31 19:45:00+02:00	7460.0
2022-08-31 20:00:00+02:00	7397.0
2022-08-31 20:15:00+02:00	7243.0
2022-08-31 20:30:00+02:00	7161.0
2022-08-31 20:45:00+02:00	6964.0
2022-08-31 21:00:00+02:00	6794.0
2022-08-31 21:15:00+02:00	6748.0
2022-08-31 21:30:00+02:00	6573.0
2022-08-31 21:45:00+02:00	6470.0
2022-08-31 22:00:00+02:00	6532.0
2022-08-31 22:15:00+02:00	6369.0
2022-08-31 22:30:00+02:00	6239.0
2022-08-31 22:45:00+02:00	6090.0
2022-08-31 23:00:00+02:00	5985.0
2022-08-31 23:15:00+02:00	5895.0
2022-08-31 23:30:00+02:00	5766.0
2022-08-31 23:45:00+02:00	5704.0
